,Fuel Type Code,Station Name,Street Address,City,State,ZIP,Latitude,Longitude
52636,ELEC,NOHO WEST L4H,6130 laurel canyon Blvd,Los Angeles,CA,91606,34.179554,-118.39642
52637,ELEC,NOHO WEST L4G,6130 Laurel Canyon Blvd,Los Angeles,CA,91606,34.18017,-118.39457
52638,ELEC,GRANUM PARTNERS TELEMUNDO EV 1,30 River Park Pl W,Fresno,CA,93720,36.858616,-119.7877
52639,ELEC,GRANUM PARTNERS TELEMUNDO EV 3,30 River Park Pl W,Fresno,CA,93720,36.858673,-119.787492
52640,ELEC,GRANUM PARTNERS TELEMUNDO EV 2,30 River Park Pl W,Fresno,CA,93720,36.858698,-119.787597
52641,ELEC,GRANUM PARTNERS TELEMUNDO EV 4,30 River Park Pl E,Fresno,CA,93720,36.858624,-119.787764
52642,ELEC,GRANUM PARTNERS TELEMUNDO EV 5,30 N Fresno St,Fresno,CA,93720,36.858662,-119.787557
52643,ELEC,PBOC STATION 1,320 Timbermill Dr,Klamath Falls,OR,97601,42.22097,-121.78433
52645,ELEC,SCI CHARGERS GVR HOTEL VAL 1,2300 Paseo Verde Parkway,Henderson,NV,89052,36.020929,-115.09108
52648,ELEC,SCI CHARGERS GVR HOTEL VAL 2,SB Carnegie after Village View,Henderson,NV,89052,36.020958,-115.091079
52662,ELEC,GRANUM PARTNERS TELEMUNDO EV 7,30 River Park Pl W,Fresno,CA,93720,36.85866,-119.787752
52663,ELEC,GRANUM PARTNERS TELEMUNDO EV 8,30 River Park Pl E,Fresno,CA,93720,36.858575,-119.787698
52664,ELEC,GRANUM PARTNERS TELEMUNDO EV 6,30 River Park Pl W,Fresno,CA,93720,36.858659,-119.78766
52665,ELEC,GRANUM PARTNERS TELEMUNDO EV 10,30 River Park Pl W,Fresno,CA,93720,36.858644,-119.787721
52666,ELEC,GRANUM PARTNERS TELEMUNDO EV 9,30 N Fresno St,Fresno,CA,93720,36.858657,-119.787521
52667,ELEC,Target T2115 N. Freeway,3601 N. Freeway Blvd.,Sacramento,CA,95834,38.63995,-121.499203
52668,ELEC,"Target T2604 - Rocklin, CA",5104 Commons Drive,Rocklin,CA,95677,38.804985,-121.207633
52669,ELEC,Target T0310 Riverside Blvd.,2505 Riverside Blvd.,Sacramento,CA,95818,38.562896,-121.497855
52671,ELEC,Target T0312 Fulton Ave,1919 Fulton Avenue,Sacramento,CA,95825,38.600368,-121.401856
52672,ELEC,Target T2492 4th Avenue,6507 4th Avenue,Sacramento,CA,95817,38.549078,-121.42751
52673,ELEC,Laguna Village,8785 Center Parkway,Sacramento,CA,95823,38.438976,-121.418143
52677,ELEC,Riverpoint Marketplace,767 Ikea Court,West Sacramento,CA,95605,38.588964,-121.551083
52678,ELEC,Sacramento International Airport,6900 Airport Blvd.,Sacramento,CA,95837,38.677894,-121.589248
52682,ELEC,Walmart 1697 Elk Grove,8465 Elk Grove Blvd,Elk Grove,CA,95758,38.411175,-121.390948
52683,ELEC,"Walmart 4393 - North Highland, CA",4675 Watt Avenue,North Highland,CA,95660,38.649671,-121.384879
52686,ELEC,"Walmart 2735 - Sacramento, CA",6051 Florin Road,Sacramento,CA,95823,38.498212,-121.434197
52691,ELEC,"Walmart 1492 - Aurora, CO",14000 Exposition Ave.,Aurora,CO,80012,39.703182,-104.825677
52692,ELEC,"Target T2051 - Huntington Beach, CA",9882 Adams Avenue,Huntington Beach,CA,92646,33.671578,-117.95509
52694,ELEC,"Walmart 3533 - Denver, CO",7800 Smith Rd.,Denver,CO,80207,39.770677,-104.898558
52695,ELEC,BOA CA3-116 Los Gatos,333 N Santa Cruz Ave,Los Gatos,CA,95030,37.227931,-121.981867
52697,ELEC,"Folsom Premium Outlets (Folsom, CA)",13000 Folsom Blvd.,Folsom,CA,95630,38.642977,-121.18864
52698,ELEC,"Walmart 1689 (Aurora, CO)",5650 S Chambers Rd,Aurora,CO,80015,39.613595,-104.81337
52699,ELEC,"Walmart 5137 (Aurora, CO)",6101 SOUTH AURORA PARKWAY,Aurora,CO,80016,39.605839,-104.706392
52700,ELEC,"BOA CA3-147 (Davis, CA)",325 E Street,Davis,CA,95616,38.54566,-121.742018
52701,ELEC,"Westfield Century City (Los Angeles, CA)",10250 Santa Monica Blvd,Los Angeles,CA,90067,34.057942,-118.419926
52704,ELEC,Lincoln MOB,1900 Dresden Dr,Lincoln,CA,95648,38.855265,-121.296038
52705,ELEC,Folsom MOB 1,2155 Iron Point Rd,Folsom,CA,95630,38.644107,-121.135042
52706,ELEC,Folsom MOB 2,285 Palladio Pkwy,Folsom,CA,95630,38.647516,-121.121722
52707,ELEC,Roseville MOB,1600 Eureka Rd,Roseville,CA,95661,38.746619,-121.250764
52708,ELEC,Sacramento MOB,3240 Arden Way,Sacramento,CA,95864,38.59482,-121.388068
52709,ELEC,Roseville Riverside Cirby Medical Offices,1011 Riverside Ave.,Roseville,CA,95678,38.727875,-121.289075
52710,ELEC,Vacaville MOB,1 Quality Dr,Vacaville,CA,95688,38.388736,-121.938005
52713,ELEC,Walmart 5033  Fort Morgan,1300 Barlow Rd,Fort Morgan,CO,80701,40.261444,-103.771111
52715,ELEC,16th & L Street Parking Lot,1601 L Street,Sacramento,CA,95814,38.576144,-121.485732
52716,ELEC,Market West,3270 Arena Blvd.,Sacramento,CA,95834,38.641633,-121.532587
52717,ELEC,The Cannery,1651 Alhambra Blvd.,Sacramento,CA,95816,38.564621,-121.468482
52718,ELEC,I-70 Diner,17044 CR-5,Flagler,CO,80815,39.287311,-103.061362
52730,ELEC,San Fernando Public Parking Lot 8 - Tesla Supercharger,1010 Celis Street,San Fernando,CA,91340,34.281476,-118.441671
52731,ELEC,Prospectors Plaza - Tesla Supercharger,3966 Missouri Flat Road,Placerville,CA,95667,38.709843,-120.842261
52732,ELEC,Prefumo Creek Commons - Tesla Supercharger,11970 Los Osos Valley Road,San Luis Obispo,CA,93405,35.253723,-120.684236
52738,ELEC,City Center - Tesla Supercharger,2675 Geary Blvd,San Francisco,CA,94118,37.782076,-122.447026
52741,ELEC,The Boatyard Shopping Center - Tesla Supercharger,171 Boatyard Drive,Fort Bragg,CA,95437,39.421141,-123.807353
52742,ELEC,Holiday Market - Tesla Supercharger,1200 West 12th Street,Alturas,CA,96101,41.495392,-120.559776
52746,ELEC,"Yreka, CA - Tesla Supercharger",1808 Fort Jones Road,Yreka,CA,96097,41.701531,-122.645088
52759,ELEC,Kohls Riverside CA,19260 Van Buren Blvd,Riverside,CA,92508,33.889096,-117.326553
52760,ELEC,Kohls Glendora CA,1225 S Lone Hill Ave,Glendora,CA,91740,34.117248,-117.832891
52761,ELEC,Vons Inglewood,500 E Manchester Blvd,Inglewood,CA,90301,33.960981,-118.349052
52762,ELEC,Kohls Palmdale CA,39850 Tenth St W,Palmdale,CA,93551,34.606844,-118.145009
52764,ELEC,Century Theater at Pacific Commons,43917 Pacific Commons Blvd,Fremont,CA,94538,37.500037,-121.970569
52775,ELEC,Ridgewood Corporate Square Building G,"11900 NE 1st Street, Building G",Bellevue,WA,98005,47.611519,-122.182197
52776,ELEC,Ridgewood Corporate Square Building D,220 120th Ave NE,Bellevue,WA,98005,47.611815,-122.178134
52778,ELEC,Halsey City Hall,100 Halsey Street,Halsey,OR,97348,44.3895289,-123.1102478
52782,ELEC,BWP EV CHARGE LAKE ST LOT 2,313 N Lake St,Burbank,CA,91502,34.1772,-118.316914
52783,ELEC,NV ENERGY NV ENERGY 06,6226 W Sahara,Las Vegas,NV,89146,36.14508,-115.226961
52784,ELEC,THE LUCKY THE LUCKY RET.,12811 W Washington Blvd,Los Angeles,CA,90066,33.996166,-118.436966
52785,ELEC,6200 VARIEL SPACE 213,6200 Variel Ave,Los Angeles,CA,91367,34.183677,-118.592122
52786,ELEC,6200 VARIEL SPACE 215,6200 Variel Ave,Los Angeles,CA,91367,34.183689,-118.592012
52787,ELEC,6200 VARIEL SPACE 214,6200 Variel ave,Los Angeles,CA,91367,34.183729,-118.592067
52788,ELEC,6200 VARIEL SPACE 279,6200 Variel Ave,Los Angeles,CA,91367,34.183588,-118.592158
52789,ELEC,6200 VARIEL SPACE 278,6200 Variel Ave,Los Angeles,CA,91367,34.183409,-118.592152
52790,ELEC,6200 VARIEL SPACE 221,6200 Variel Ave,Los Angeles,CA,91367,34.183387,-118.59205
52791,ELEC,6200 VARIEL SPACE 219,6200 Variel,Los Angeles,CA,91367,34.183292,-118.592053
52792,ELEC,6200 VARIEL SPACE 216,6200 Variel Ave,Los Angeles,CA,91367,34.18344,-118.592646
52793,ELEC,6200 VARIEL SPACE 220,6200 Variel Ave,Los Angeles,CA,91367,34.183292,-118.592038
52794,ELEC,6200 VARIEL SPACE 218,6200 Variel,Los Angeles,CA,91367,34.18337,-118.592079
52795,ELEC,JUNCTION SM STATION 1,1641 Lincoln Blvd,Santa Monica,CA,90404,34.016229,-118.486987
52802,ELEC,CCC STATION 7,2850 Gateway Oaks Dr,Sacramento,CA,95833,38.621683,-121.518379
52803,ELEC,BWP EV CHARGE LAKE ST LOT 1,313 N Lake St,Burbank,CA,91502,34.177246,-118.316864
52804,ELEC,SOUTH FORK STATION 1,100 Silver Thread Ln,South Fork,CO,81154,37.669381,-106.642404
52807,ELEC,CCC STATION 6,2880 Gateway Oaks Dr,Sacramento,CA,95833,38.621296,-121.521253
52809,ELEC,FACILITIES MGMT 1000 SUNSET 1,1000 Sunset Blvd,Rocklin,CA,95765,38.815895,-121.28808
52810,ELEC,FACILITIES MGMT 1000 SUNSET 2,1000 Sunset Blvd,Rocklin,CA,95765,38.815937,-121.288124
52811,ELEC,LOAVES &AMP; FI STATION 1,1500 Berger Dr,San Jose,CA,95112,37.371009,-121.897254
52819,ELEC,ATLANTIS RESORT ATLANTIS STAT 4,3800 S. Virginia St,Reno,NV,89502,39.489654,-119.794335
52821,ELEC,Malibu Village,3822 Cross Creek Rd,Malibu,CA,90265,34.036062,-118.683931
52837,ELEC,UC IRVINE SSPS G FLR 02,4502-4564 Campus Dr,Irvine,CA,92617,33.647566,-117.83676
52838,ELEC,SIMON STANFORD CTR1,669 Stanford Shopping Center,Palo Alto,CA,94304,37.442525,-122.170283
52841,ELEC,RSC SOUTH PARKG NVSC ST2,1300 Nevada State Drive,Henderson,NV,89002,35.981758,-114.936453
52842,ELEC,RSC SOUTH PARKG NVSC ST5,1300 Nevada State Drive,Henderson,NV,89002,35.982044,-114.936468
52843,ELEC,RSC SOUTH PARKG NVSC ST4,1300 Nevada State Drive,Henderson,NV,89002,35.981747,-114.935964
52844,ELEC,RSC SOUTH PARKG NVSC ST3,1300 Nevada State Drive,Henderson,NV,89002,35.981753,-114.936157
52845,ELEC,RSC SOUTH PARKG NVSC ST1,1300 Nevada State Drive,Henderson,NV,89002,35.981754,-114.936631
52847,ELEC,US BANCORP 4TH AVE GARAGE2,125 SW 4th Ave,Portland,OR,97204,45.522166,-122.674758
52852,ELEC,PUBLIC USE 300 SOUTH,55 East 300 South 300 South,Salt Lake City,UT,84111,40.762944,-111.889496
52862,ELEC,RED SOILS DSB4 AB,150 Beavercreek Rd,Oregon City,OR,97045,45.33409,-122.59959
52863,ELEC,RED SOILS DSB5 AB,150 Beavercreek Rd,Oregon City,OR,97045,45.334156,-122.5996
52867,ELEC,WEHO 1044 LJ #2 (W),1044 La Jolla Ave,West Hollywood,CA,90046,34.090283,-118.367272
52868,ELEC,WEHO 1044 LJ #1 (E),1044 La Jolla Ave,West Hollywood,CA,90046,34.090288,-118.367184
52870,ELEC,"BOA Almaden Valley CA3-163 (San Jose, CA)",6490 Camden Ave,San Jose,CA,95120,37.221839,-121.863254
52877,ELEC,ENTRYWAYSTATION EAST STATION,99 Bear Creek Ave,Morrison,CO,80465,39.653124,-105.18804
52881,ELEC,WEST BUILDING C LEASING RIGHT,14735 Orchard Pkwy,Westminster,CO,80023,39.963524,-104.99421
52887,ELEC,"Raju Countryside Market (Lost Hills, CA)",21959 CA-46,Lost Hills,CA,93249,35.615414,-119.658344
52889,ELEC,"Target T1178 (Loveland, CO)",1725 Rocky Mountain Ave,Loveland,CO,80538,40.408279,-105.003984
52892,ELEC,ESSEX APEX 1,1102 S Abel St,Milpitas,CA,95035,37.414057,-121.903635
52894,ELEC,SANTACLARA 3,2585 River Rd,Eugene,OR,97404,44.101851,-123.129752
52896,ELEC,WILCOX PARKING PARKING 1,3-3420 Kuhio Hwy,Lihue,HI,96766,21.985215,-159.364674
52901,ELEC,AGOURA BUILDING BUILDING A,27489 Agoura Rd,Agoura Hills,CA,91301,34.137133,-118.725586
52902,ELEC,AGOURA BUILDING BUILDING C,27509 Agoura Rd,Agoura Hills,CA,91301,34.136616,-118.725865
52912,ELEC,G&AMP;M OIL G&AMP;M #115,313 Orangethorpe,Placentia,CA,92870,33.861777,-117.876191
52918,ELEC,SOUTH LOT SPOT 3,1115 Pacific Ave,Tillamook,OR,97141,45.449593,-123.84295
52921,ELEC,Bel Air Drive,471 Bel Air Drive,Clatskanie,OR,97016,46.100717,-123.211002
52923,ELEC,"Hines, OR - Tesla Supercharger",629 North US-20,Hines,OR,97738,43.57265,-119.074361
52927,ELEC,Lunardi's Markets - Tesla Supercharger,2801 San Bruno Avenue,San Bruno,CA,94066,37.618958,-122.440661
52932,ELEC,Safeway 1423 Nw Market St,1423 NW Market St,Seattle,WA,98107,47.668302,-122.374961
52933,ELEC,Bob’s Red Mill Whole Grain Store,5000 SE International Way,Milwaukie,OR,97222,45.43271,-122.611136
52936,ELEC,CENTURY PARK AOS EV BAY 9-8,2000 Avenue of the Stars,Los Angeles,CA,90067,34.058708,-118.414375
52963,ELEC,Columbia Parking Lot - Hood River Oregon,Columbia St. and 7th Street,Hood River,OR,97031,45.71,-121.51694
52977,ELEC,SCI CHARGERS SF G VALLET 1,4949 N Rancho Dr,Las Vegas,NV,89108,36.249205,-115.243345
52978,ELEC,SCI CHARGERS SF G VALLET 2,4949 N Rancho Dr,Las Vegas,NV,89108,36.249179,-115.243225
52979,ELEC,"Walmart 2196 (Port Angeles, WA)",3411 E KOLONELS WAY,Port Angeles,WA,98362,48.109925,-123.361343
52985,ELEC,CIVIC CENTER CIVIC CENTER 2,1416 Oak St,Alameda,CA,94501,37.765052,-122.24362
52987,ELEC,MAIN GARAGE EV 1,1461 N Van Ness Ave,Los Angeles,CA,90028,34.097427,-118.315872
52992,ELEC,AAA OR ID AAA MEDFORD,1777 E Barnett Rd,Medford,OR,97504,42.316193,-122.84588
52996,ELEC,CITY OF TOLEDO LIBRARY,173 NW 7th St,Toledo,OR,97391,44.625424,-123.939249
53002,ELEC,The Aventine - Tesla Supercharger,8980 University Center Lane,San Diego,CA,92122,32.87091,-117.2243
53005,ELEC,The Society Hotel,210 N Cedar St,Bingen,WA,98605,45.714228,-121.461813
53008,ELEC,Ten Mile Medical Office Building #1,875 South Vanguard Way,Meridian,ID,83642,43.596687,-116.430617
53009,ELEC,CC STATION1 STATION 1,3-21 Center St,Orem,UT,84057,40.29752,-111.694398
53020,ELEC,BWP EV CHARGE CSB-LIBRARY #1,375e E Olive Ave,Burbank,CA,91502,34.183408,-118.306793
53021,ELEC,BWP EV CHARGE CSB-LIBRARY #2,375 E Olive Ave,Burbank,CA,91502,34.183354,-118.306724
53022,ELEC,BWP EV CHARGE CSB-LIBRARY #3,375 E Olive Ave,Burbank,CA,91502,34.183308,-118.306656
53023,ELEC,BWP EV CHARGE CSB-LIBRARY #4,375 E Olive Ave,Burbank,CA,91502,34.183258,-118.306588
53024,ELEC,PARKSIDE AURORA LEVEL2 STA1,14565 E Alameda Ave,Aurora,CO,80012,39.712604,-104.818287
53025,ELEC,PARKSIDE AURORA GROUND STA1,14565 E Alameda Ave,Aurora,CO,80012,39.712635,-104.81834
53028,ELEC,CPTSTATION13 STATION 2,4307 Third Ave,San Diego,CA,92103,32.756295,-117.161631
53030,ELEC,THE COVE EV 171 OYSTER 2,171 Oyster Point Blvd,South San Francisco,CA,94080,37.663384,-122.393794
53032,ELEC,Lipoa Center,41 E Lipoa St,Kihei,HI,96753,20.74893,-156.45408
53043,ELEC,CPTSTATION13 STATION 1,4307 Third Ave,San Diego,CA,92103,32.756366,-117.161853
53055,ELEC,BEVERLY HILLS 438NBEVERLY1,438 N Beverly Dr,Beverly Hills,CA,90210,34.070836,-118.402148
53056,ELEC,BEVERLY HILLS 438 N.BEVERLY 2,438 N Beverly Dr,Beverly Hills,CA,90210,34.070853,-118.402266
53076,ELEC,KAPOLEI COMMONS STATION 1,4460 Kapolei Pkwy,Kapolei,HI,96707,21.329927,-158.090349
53080,ELEC,Waterfront at N 1st St,N 1st St,Hood River,OR,97031,45.7125,-121.51166
53081,ELEC,"Crown Briargate Condominium Association, Inc.",9124 Grand Cordera Parkway,Colorado Springs,CO,80924,38.961559,-104.731849
53107,ELEC,WALNUT CREEK BROADWAY 13,1390 N Broadway,Walnut Creek,CA,94596,37.899056,-122.058954
53108,ELEC,WALNUT CREEK BROADWAY 11-12,1390 N Broadway,Walnut Creek,CA,94596,37.899286,-122.058931
53109,ELEC,WALNUT CREEK BROADWAY 9-10,1390 N Broadway,Walnut Creek,CA,94596,37.899279,-122.05885
53110,ELEC,WALNUT CREEK BROADWAY 3-4,1390 N Broadway,Walnut Creek,CA,94596,37.899364,-122.058731
53149,ELEC,6000 SMR 6160-7,6150 Stoneridge Mall Rd,Pleasanton,CA,94588,37.697495,-121.924306
53150,ELEC,KIRKLAND LIBRARY DUAL 2,308 Kirkland Ave,Kirkland,WA,98033,47.676045,-122.203117
53151,ELEC,KIRKLAND MARINA DUAL 2,52 Kirkland Ave,Kirkland,WA,98033,47.675556,-122.207383
53152,ELEC,KIRKLAND LIBRARY SOUTH 1,308 Kirkland Ave,Kirkland,WA,98033,47.675896,-122.203012
53153,ELEC,KIRKLAND MARINA PARK 1,9 Lakeshore Plaza,Kirkland,WA,98033,47.675365,-122.2075
53154,ELEC,KIRKLAND CITY HALL 1,123 5th Ave,Kirkland,WA,98033,47.678476,-122.206806
53168,ELEC,BEAR SPRINGS EV STATION,27959 Highland Ave,Highland,CA,92346,34.133712,-117.194809
53169,ELEC,WALNUT CREEK BROADWAY 1-2,1390 N Broadway,Walnut Creek,CA,94596,37.89929,-122.059075
53171,ELEC,SUMMIT COUNTY FTC #1,1010 Meadow Dr,Frisco,CO,80443,39.58872,-106.09746
53172,ELEC,SUMMIT COUNTY FTC #4,1010 Meadow Dr,Frisco,CO,80443,39.5889,-106.0975
53173,ELEC,SUMMIT COUNTY FTC #5,1010 Meadow Dr,Frisco,CO,80443,39.58895,-106.09751
53183,ELEC,LADWP - Harbor District HQ,950 W 1st St 4,San Pedro,CA,90731,33.743771,-118.297368
53184,ELEC,LADWP - Ripple St Yard,2333 Ripple St,Los Angeles,CA,90039,34.106894,-118.252569
53185,ELEC,LADWP - Bishop Telecomm,300 Mandich St,Bishop,CA,93514,37.356213,-118.399776
53186,ELEC,LADWP - Pole,15350 Chatsworth St,Mission Hills,CA,91345,34.264345,-118.466124
53187,ELEC,LADWP - Main St,1630 N Main St,Los Angeles,CA,90012,34.066622,-118.227516
53188,ELEC,LADWP - Pole,20923 Parthenia St,Canoga Park,CA,91304,34.228403,-118.589661
53189,ELEC,Lincoln Heights,2600 Artesian St,Los Angeles,CA,90031,34.080344,-118.219012
53190,ELEC,LADWP - Pole,6938 Milwood Ave,Canoga Park,CA,91303,34.196289,-118.59406
53191,ELEC,LADWP - Pole,8970 Independence Ave,Canoga Park,CA,91304,34.233579,-118.59051
53193,ELEC,Harvard Market,1425 Broadway,Seattle,WA,98122,47.613498,-122.320931
53194,ELEC,ALTA LOFTS STATION 1,200 N San Fernando Rd,Los Angeles,CA,90031,34.076911,-118.221619
53195,ELEC,2525 RIGHT 39577,2525 Natomas Park Dr,Sacramento,CA,95833,38.609833,-121.50796
53196,ELEC,2525 LEFT 38455,2525 Natomas Park Dr,Sacramento,CA,95833,38.609833,-121.508
53198,ELEC,2460 STATION 2,2460 Venture Oaks Way,Sacramento,CA,95833,38.607578,-121.511273
53199,ELEC,2460 STATION 1,2460 Venture Oaks Way,Sacramento,CA,95833,38.607579,-121.51131
53204,ELEC,DC CORRIDOR ZOO OTTER L2-S1,601 N 59th St,Seattle,WA,98103,47.670285,-122.353765
53205,ELEC,DC CORRIDOR ZOO OTTER L2-D2,601 N 59th St,Seattle,WA,98103,47.670287,-122.353696
53206,ELEC,DC CORRIDOR ZOO OTTER L2-D1,601 N 59th St,Seattle,WA,98103,47.670292,-122.353627
53221,ELEC,"BoA Queen Anne WA3-154 (Seattle, WA)",100 W MERCER ST,Seattle,WA,98119,47.624824,-122.358294
53222,ELEC,City of Porterville,61 W Oak Ave,Porterville,CA,93257,36.067663,-119.017338
53223,ELEC,PUBLIC CHARGERS CENTRAL GRG 2,311 S Ellsworth Ave,San Mateo,CA,94401,37.564784,-122.322503
53225,ELEC,KUM & GO GRANDBY DC1,240 W Agate Ave,Granby,CO,80446,40.085826,-105.946228
53226,ELEC,DC CORRIDOR FAIRFIELD DC2,2061 Cadenasso Dr,Fairfield,CA,94533,38.247556,-122.068021
53228,ELEC,DC CORRIDOR CHEVRON G DC 2,7110 Camino Arroyo,Gilroy,CA,95020,37.007047,-121.55264
53230,ELEC,BMH 04 BMH DRS 2,420 34th St,Bakersfield,CA,93301,35.391041,-119.006679
53231,ELEC,BMH 04 BMH DRS 1,420 34th St,Bakersfield,CA,93301,35.391033,-119.006688
53232,ELEC,KUM & GO GRANDBY DC2,240 W Agate Ave,Granby,CO,80446,40.085947,-105.946715
53233,ELEC,DEPOT EAST LOT DC #1,1170 W 3RD ST,San Bernardino,CA,92410,34.104306,-117.308769
53237,ELEC,North Building,211 N. 103rd ST,Seattle,WA,98133,47.703632,-122.3565066
53238,ELEC,Lexington,1050 James Street,Seattle,WA,98104,47.6065736,-122.3230702
53240,ELEC,UCHealth Memorial Hospital Central station location,1400 East Boulder Street,Colorado Springs,CO,80909,38.8397642,-104.7994092
53254,ELEC,Quail Lodge,8205 Valley Greens Drive,Carmel,CA,93923,36.5324553,-121.8511036
53259,ELEC,6100 HOLISTER WEST STATION,6100 Hollister Ave,Goleta,CA,93117,34.434564,-119.837257
53260,ELEC,6100 HOLISTER EAST STATION,6100 Hollister Ave,Goleta,CA,93117,34.434683,-119.836562
53261,ELEC,PARAMOUNT CITY SUBSTATION,7925 Somerset Blvd,Paramount,CA,90723,33.89681,-118.160564
53262,ELEC,STANFORD OAK ROAD #1,484 Oak Rd,Stanford,CA,94305,37.429259,-122.184476
53263,ELEC,CAL MARITIME CHARGER # 1,200 Maritime Academy Dr,Vallejo,CA,94590,38.070092,-122.229859
53264,ELEC,CAL MARITIME CHARGER # 5 & 6,200 Maritime Academy Dr,Vallejo,CA,94590,38.070015,-122.230027
53265,ELEC,CAL MARITIME CHARGER # 11&12,200 Maritime Academy Dr,Vallejo,CA,94590,38.069876,-122.230127
53266,ELEC,CAL MARITIME CHARGER # 9&10,200 Maritime Academy Dr,Vallejo,CA,94590,38.06992,-122.2301
53267,ELEC,CAL MARITIME CHARGER # 4,200 Maritime Academy Dr,Vallejo,CA,94590,38.070075,-122.229993
53268,ELEC,CAL MARITIME CHARGER # 7 & 8,200 Maritime Academy Dr,Vallejo,CA,94590,38.069964,-122.230069
53269,ELEC,CAL MARITIME CHARGER # 13&14,200 Maritime Academy Dr,Vallejo,CA,94590,38.069823,-122.230163
53270,ELEC,CAL MARITIME CHARGER # 29&30,200 Maritime Academy Dr,Vallejo,CA,94590,38.06945,-122.229999
53271,ELEC,CAL MARITIME CHARGER # 17&18,200 Maritime Academy Dr,Vallejo,CA,94590,38.069724,-122.230214
53272,ELEC,CAL MARITIME CHARGER # 21&22,200 Maritime Academy Dr,Vallejo,CA,94590,38.069653,-122.230262
53273,ELEC,CAL MARITIME CHARGER # 19&20,200 Maritime Academy Dr,Vallejo,CA,94590,38.069676,-122.230252
53274,ELEC,CAL MARITIME CHARGER # 27&28,200 Maritime Academy Dr,Vallejo,CA,94590,38.069467,-122.230061
53275,ELEC,CAL MARITIME CHARGER # 25&26,200 Maritime Academy Dr,Vallejo,CA,94590,38.069473,-122.230092
53276,ELEC,CAL MARITIME CHARGER # 15&16,200 Maritime Academy Dr,Vallejo,CA,94590,38.069774,-122.230199
53277,ELEC,CAL MARITIME CHARGER # 23&24,200 Maritime Academy Dr,Vallejo,CA,94590,38.06948,-122.230122
53292,ELEC,ASPEN INSTITUTE PAEPCKE,1000 N 3rd St,Aspen,CO,81611,39.19996,-106.826771
53293,ELEC,WCSA LEVEL 3 ESP250,USFS-391,Pagosa Springs,CO,81147,37.473169,-106.792402
53294,ELEC,EVSLCC CT 5,1830 W Community Blvd,Salt Lake City,UT,84123,40.670372,-111.94187
53295,ELEC,EVSLCC CT 3,1830 W Community Blvd,Salt Lake City,UT,84123,40.670372,-111.94174
53296,ELEC,EVSLCC CT 2,1830 W Community Blvd,Salt Lake City,UT,84123,40.670376,-111.94168
53297,ELEC,EVSLCC CT 1,1830 W Community Blvd,Salt Lake City,UT,84123,40.670483,-111.941632
53298,ELEC,EVSLCC CT 4,1830 W Community Blvd,Salt Lake City,UT,84123,40.670376,-111.9418
53300,ELEC,ASPEN SKIING CO THE HUB,300 Robinson St,Basalt,CO,81621,39.386284,-107.08474
53301,ELEC,CITY OF TOLEDO CITY HALL,200 N Main St,Toledo,OR,97391,44.6213,-123.93708
53302,ELEC,ASPEN INSTITUTE ASPEN MEADOWS 1,811-823 Meadows Rd,Aspen,CO,81611,39.200518,-106.830615
53303,ELEC,ASPEN INSTITUTE ASPEN MEADOWS 2,811-823 Meadows Rd,Aspen,CO,81611,39.200532,-106.83057
53304,ELEC,WCSA LEVEL 2 - MID,USFS-391,Pagosa Springs,CO,81147,37.473045,-106.79222
53311,LPG,Slauson 76,4856 W Slauson Ave,Los Angeles,CA,90056,33.987333,-118.362223
53312,LPG,Francisco Meat,3081 E Miraloma Ave,Anaheim,CA,92806,33.85831,-117.860746
53313,LPG,OC Food Truck,2419 S Broadway,Santa Ana,CA,92707,33.714665,-117.869142
53314,LPG,76,14886 San Canyon Ave,Irvine,CA,92618,33.676654,-117.758355
53315,ELEC,Edgewood Plaza,2050 Channing Ave,Palo Alto,CA,94303,37.447926,-122.125627
53316,ELEC,Mercato Grove,4055 Mercantile Drive,Lake Oswego,OR,97035,45.4153179,-122.7188955
53317,ELEC,EVSP WALGREENS STORE 12547,2011 Riverside Ave,Rialto,CA,92377,34.137067,-117.36951
53318,ELEC,FORTY55CHARGE FORTY55,4055 Redwood Ave,Los Angeles,CA,90066,33.991928,-118.441935
53322,ELEC,TWIN TRANSIT MELLEN ST. 1,12 Airport Rd,Centralia,WA,98531,46.711331,-122.976491
53323,ELEC,TWIN TRANSIT MELLEN ST. 2,12 Airport Rd,Centralia,WA,98531,46.711291,-122.976524
53327,ELEC,FACILITIES MGMT BLDG B,10810 Justice Center Dr,Roseville,CA,95678,38.807285,-121.3054
53334,ELEC,SMPA NUCLA,170 W 10th Ave,Nucla,CO,81424,38.261451,-108.547371
53344,ELEC,Randall Children's Hospital Parking Garage #4,1130 NW 22nd Ave,Portland,OR,97210,45.54497,-122.668809
